"Product/Service Name","Variant Name","Quantity on hand","Item type","Single,parent or variant?","Category","SKU","Taxable","Option 1 name","Option 1 value","Option 2 name","Option 2 value","Option 3 name","Option 3 value","Option 4 name","Option 4 value","Option 5 name","Option 5 value","Price","Cost","Income Account","Expense Account","Inventory asset account","Sales Description","Purchase Description","Reorder Point"
"1146374","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",98.28,95.42,"Sales of Product Income","Cost of Goods Sold","","Sun Med #16SOFT-PED-7-50 Nasal Cannula Low Flow Delivery Pediatric Curved Prong / NonFlared Tip","Sun Med #16SOFT-PED-7-50 Nasal Cannula Low Flow Delivery Pediatric Curved Prong / NonFlared Tip",0
"1150","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",23.1,15.45,"Sales of Product Income","Cost of Goods Sold","","Dynarex Vitamins A & D Ointment, Ointment with Vitamin A and Vitamin D Skin Protectant, for Diaper Rash and Discomfort, White,1 Box of 144-5g Packets","Dynarex Vitamins A & D Ointment, Ointment with Vitamin A and Vitamin D Skin Protectant, for Diaper Rash and Discomfort, White,1 Box of 144-5g Packets",0
"1150188","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",1.36,1.28,"Sales of Product Income","Cost of Goods Sold","","1150188
Irritated Eye Relief 0.5 oz. Eye Drops","1150188
Irritated Eye Relief 0.5 oz. Eye Drops",0
"1150426","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",56.26,53.58,"Sales of Product Income","Cost of Goods Sold","","Home Automatic Digital Blood Pressure Monitor Omron®5 Series™ Wide Range Nylon Cuff 23 - 43 cm Desk Model","Home Automatic Digital Blood Pressure Monitor Omron®5 Series™ Wide Range Nylon Cuff 23 - 43 cm Desk Model",0
"1150472","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",60.75,"0","Sales of Product Income","Cost of Goods Sold","","Wound Cleanser Restore 8 oz. Pump Bottle NonSterile",,0
"1154522","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",15.42,"0","Sales of Product Income","Cost of Goods Sold","","Hand and Body Moisturizer CeraVe 16 oz. Jar Unscented Cream","Hand and Body Moisturizer CeraVe 16 oz. Jar Unscented Cream",0
"1158260","",0,"Non-Inventory","Single",,"BT","Yes","","","","","","","","","","",13.27,12.14,"Sales of Product Income","Cost of Goods Sold","","1158260
Allergy Relief NorthStar 180 mg Strength Tablet 30 per Bottle","1158260
Allergy Relief NorthStar 180 mg Strength Tablet 30 per Bottle",0
"1160314","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",36,34.29,"Sales of Product Income","Cost of Goods Sold","","Male Adult Absorbent Underwear Depend(R) Real Fit(R) Pull On with Tear Away Seams Small / Medium Disposable Heavy Absorbency","Male Adult Absorbent Underwear Depend(R) Real Fit(R) Pull On with Tear Away Seams Small / Medium Disposable Heavy Absorbency",0
"1160315","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",35.99,34.28,"Sales of Product Income","Cost of Goods Sold","","Male Adult Absorbent Underwear Depend(R) Real Fit(R) Pull On with Tear Away Seams Large / X-Large Disposable Heavy Absorbency","Male Adult Absorbent Underwear Depend(R) Real Fit(R) Pull On with Tear Away Seams Large / X-Large Disposable Heavy Absorbency",0
"1164994","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",56.04,52.37,"Sales of Product Income","Cost of Goods Sold","","1164994 Non-Contact Skin Surface Thermometer MEDSOURCE, Labs Infrared Skin Probe Handheld **MFT BACK ORDER - NO ETA**","1164994 Non-Contact Skin Surface Thermometer MEDSOURCE, Labs Infrared Skin Probe Handheld **MFT BACK ORDER - NO ETA**",0
"1166442","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",4.08,3.89,"Sales of Product Income","Cost of Goods Sold","","Nasal Cannula McKesson Adult Curved Prong / NonFlared Tip 50 Foot O2 Line","Nasal Cannula McKesson Adult Curved Prong / NonFlared Tip 50 Foot O2 Line",0
"1168024","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",2.58,2.43,"Sales of Product Income","Cost of Goods Sold","","1168024
Gas Relief Geri-Care® 125 mg Strength Tablet 30 per Bottle","1168024
Gas Relief Geri-Care® 125 mg Strength Tablet 30 per Bottle",0
"1172341","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",75.92,72.3,"Sales of Product Income","Cost of Goods Sold","","McKesson Brand #16-1860 Silver Collagen Dressing 2 X 2 Inch Square Sterile","McKesson Brand #16-1860 Silver Collagen Dressing 2 X 2 Inch Square Sterile",0
"1174687","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",3.75,3.54,"Sales of Product Income","Cost of Goods Sold","","1174687
00904421360 ACIDOPHILUS +PECT, CAP (100/BT), Probiotic Dietary Supplement Health Star® 100 per Bottle Tablet","1174687
00904421360 ACIDOPHILUS +PECT, CAP (100/BT), Probiotic Dietary Supplement Health Star® 100 per Bottle Tablet",0
"1177279","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",43.05,41,"Sales of Product Income","Cost of Goods Sold","","McKesson Brand #51-H140-01 Male Urinal McKesson 1 Quart / 1000 mL With Closure Single Patient Use","McKesson Brand #51-H140-01 Male Urinal McKesson 1 Quart / 1000 mL With Closure Single Patient Use",0
"1179495","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",153.63,143.58,"Sales of Product Income","Cost of Goods Sold","","1179495
Toothpaste Colgate® Original Flavor 0.85 oz. Tube
TOOTHPASTE, COLGATE REG .85OZ (240/CS)","1179495
Toothpaste Colgate® Original Flavor 0.85 oz. Tube
TOOTHPASTE, COLGATE REG .85OZ (240/CS)",0
"1181970","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",86.19,82.09,"Sales of Product Income","Cost of Goods Sold","","Rapid Test Kit Hemoccult(R) ICT Colorectal Cancer Screening Fecal Occult Blood Test (iFOB or FIT) Stool Sample 20 Tests CLIA Waived","Rapid Test Kit Hemoccult(R) ICT Colorectal Cancer Screening Fecal Occult Blood Test (iFOB or FIT) Stool Sample 20 Tests CLIA Waived",0
"1183974","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",14.37,13.69,"Sales of Product Income","Cost of Goods Sold","","Lithium Battery Duracell® 2032 Coin Cell 3V Disposable 2 Pack","Lithium Battery Duracell® 2032 Coin Cell 3V Disposable 2 Pack",0
"1183986","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",49.32,46.09,"Sales of Product Income","Cost of Goods Sold","","1183986
ECG Resting Electrode McKesson Tab Connector
Conductive Adhesive Gel Adult Non-Radiolucent 100 per Pack
ELECTRODE, EKG TAB RESTING (10/CD 10CD/PK10PK/BX 4BX/CS)","1183986
ECG Resting Electrode McKesson Tab Connector
Conductive Adhesive Gel Adult Non-Radiolucent 100 per Pack
ELECTRODE, EKG TAB RESTING (10/CD 10CD/PK10PK/BX 4BX/CS)",0
"1185426","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",2.15,2.03,"Sales of Product Income","Cost of Goods Sold","","1185426
Anti-Diarrheal Geri-Care® 2 mg Strength Caplet 24 per Box","1185426
Anti-Diarrheal Geri-Care® 2 mg Strength Caplet 24 per Box",0
"1186314","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",2257.26,2109.59,"Sales of Product Income","Cost of Goods Sold","","1186314
CONTROL UNIT, MATTRESS DERMAFLOAT LAL CAP 36""","1186314
CONTROL UNIT, MATTRESS DERMAFLOAT LAL CAP 36""",0
"1186333","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",263.85,246.59,"Sales of Product Income","Cost of Goods Sold","","1186333
PAD, THERAPY F/DERMAFLOAT LAL/APL/APM 36""X80""","1186333
PAD, THERAPY F/DERMAFLOAT LAL/APL/APM 36""X80""",0
"1190303","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",62.11,58.69,"Sales of Product Income","Cost of Goods Sold","","1190303
Medline Hudson RCI Micro Mist Nebulizer Small Volume Adult Aerosol Mask Delivery
NEBULIZER, MICRO-MIST W/ELONGATED ADLT MASK (50/CS)","1190303
Medline Hudson RCI Micro Mist Nebulizer Small Volume Adult Aerosol Mask Delivery
NEBULIZER, MICRO-MIST W/ELONGATED ADLT MASK (50/CS)",0
"1190511","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",57.99,53.06,"Sales of Product Income","Cost of Goods Sold","","1190511
Stool Softener Geri-Care® Softgel 200 per Bottle 100mg Strength Docusate Sodium","1190511
Stool Softener Geri-Care® Softgel 200 per Bottle 100mg Strength Docusate Sodium",0
"1195819","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",2.82,2.52,"Sales of Product Income","Cost of Goods Sold","","1195819
Antiperspirant / Deodorant Lady Speed Stick® Solid 1.4 oz. Shower Fresh Scent","1195819
Antiperspirant / Deodorant Lady Speed Stick® Solid 1.4 oz. Shower Fresh Scent",0
"1196259","",0,"Non-Inventory","Single",,"1196259","Yes","","","","","","","","","","",1040.3,1010,"Sales of Product Income","Cost of Goods Sold","","Lagasse True Clear® #TCLTRC05L24PLT Purified Water True Clear® 16.9 oz.",,0
"11988-1040","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",55.28,45.31,"Sales of Product Income","Cost of Goods Sold","","11988-1040
Strathmore Mixed Media Cards, 5x6.875 inches, 50 Pack, Envelopes Included - Custom Greeting Cards for Weddings, Events, Birthdays","11988-1040
Strathmore Mixed Media Cards, 5x6.875 inches, 50 Pack, Envelopes Included - Custom Greeting Cards for Weddings, Events, Birthdays",0
"1199331","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",105.83,100.79,"Sales of Product Income","Cost of Goods Sold","","1199331
Spill Kit KendallTM, SPILL KIT, BLD/BODY FLUID (6/CS)","1199331
Spill Kit KendallTM, SPILL KIT, BLD/BODY FLUID (6/CS)",0
"1208097","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",408.97,371.79,"Sales of Product Income","Cost of Goods Sold","","BAG, DRAINAGE OPTIMUS LL 600MLW/TUBING 20"" (10/TR 2TR/CS)","BAG, DRAINAGE OPTIMUS LL 600MLW/TUBING 20"" (10/TR 2TR/CS)",0
"1209153","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",39.37,36.45,"Sales of Product Income","Cost of Goods Sold","","1209153
Drain Sponge Dynarex Resp-O2TM 4 X 4 Inch 6-Ply, Sterile 2 per Pack","1209153
Drain Sponge Dynarex Resp-O2TM 4 X 4 Inch 6-Ply, Sterile 2 per Pack",0
"1211521","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",1.78,1.68,"Sales of Product Income","Cost of Goods Sold","","1211521
Sore Throat Relief Luden's® 3.2 mg Strength Lozenge, 30 per Bag","1211521
Sore Throat Relief Luden's® 3.2 mg Strength Lozenge, 30 per Bag",0
"1234566","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",0.38,0.05,"Sales of Product Income","Cost of Goods Sold","","McKesson Brand Plastic Comb 5 Inch Black Plastic (Box of 12)","Dynarex Brand Plastic Comb 5 Inch Black Plastic",0
"1235092","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",1.89,1.78,"Sales of Product Income","Cost of Goods Sold","","1235092
49348003210 BISACODYL, TAB 5MG (100/BT), Laxative Foster & ThriveTM Tablet 100 per Bottle 5 mg, Strength Bisacodyl USP","1235092
49348003210 BISACODYL, TAB 5MG (100/BT), Laxative Foster & ThriveTM Tablet 100 per Bottle 5 mg, Strength Bisacodyl USP",0
"1235101","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",9.32,8.79,"Sales of Product Income","Cost of Goods Sold","","1235101
70677004901 MUCUS RELIEF ER, TAB 600MG (20/CT), Expectorant Foster & ThriveTM 600 mg Strength, Extended Release Tablet 20 per Box","1235101
70677004901 MUCUS RELIEF ER, TAB 600MG (20/CT), Expectorant Foster & ThriveTM 600 mg Strength, Extended Release Tablet 20 per Box",0
"1237780","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",199.1,188.72,"Sales of Product Income","Cost of Goods Sold","","1237780
Urinary Leg Bag UresilTM Drain Valve NonSterile 600 mL
Vinyl BAG, DRAINAGE OPTIMUS LL 600MLW/TUBING 20"" (10/CT)","1237780
Urinary Leg Bag UresilTM Drain Valve NonSterile 600 mL
Vinyl BAG, DRAINAGE OPTIMUS LL 600MLW/TUBING 20"" (10/CT)",0
"1238886","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",1.4,1.32,"Sales of Product Income","Cost of Goods Sold","","1238886
49348035625 NASAL SALINE, SPR SM 0.65% 1.5OZ, Saline Nasal Spray Foster & Thrive® 0.65% Strength, Nasal Spray 1.5 oz.","1238886
49348035625 NASAL SALINE, SPR SM 0.65% 1.5OZ, Saline Nasal Spray Foster & Thrive® 0.65% Strength, Nasal Spray 1.5 oz.",0
"1238903","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",12.4,11.7,"Sales of Product Income","Cost of Goods Sold","","1238903
01093981344 FIBER ORIG TEX, PDR ORG 48DOSE/19OZ
Fiber Supplement Foster & ThriveTM Orange Flavor Powder 19 oz. Psyllium Husk","1238903
01093981344 FIBER ORIG TEX, PDR ORG 48DOSE/19OZ
Fiber Supplement Foster & ThriveTM Orange Flavor Powder 19 oz. Psyllium Husk",0
"1238905","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",12.6,11.53,"Sales of Product Income","Cost of Goods Sold","","1238905
Fiber Supplement Foster & ThriveTM Original Flavor, Powder 13 oz. Psyllium Husk","1238905
Fiber Supplement Foster & ThriveTM Original Flavor, Powder 13 oz. Psyllium Husk",0
"1247993","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",118.1,111.6,"Sales of Product Income","Cost of Goods Sold","","1247993
Protective Procedure Gown McKesson One Size Fits Most
Yellow NonSterile AAMI Level 2 Disposable GOWN
ISO AAMI LVL2 NECK/WAISTTIE YLW OSFM (10/BG 10BG/CS)","1247993
Protective Procedure Gown McKesson One Size Fits Most
Yellow NonSterile AAMI Level 2 Disposable GOWN
ISO AAMI LVL2 NECK/WAISTTIE YLW OSFM (10/BG 10BG/CS)",0
"1249432","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",1.61,1.52,"Sales of Product Income","Cost of Goods Sold","","1249432
Laxative Tablet 100 per Bottle 8.6 mg Strength, Sennosides","1249432
Laxative Tablet 100 per Bottle 8.6 mg Strength, Sennosides",0
"1267165","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",13.66,12.77,"Sales of Product Income","Cost of Goods Sold","","1267165
Enteral Feeding Syringe AMSure® 60 mL Enfit Tip Without Safety
SYRINGE, ENTERAL FEEDING THUMBCONTROL RING
60ML (30/CS)","1267165
Enteral Feeding Syringe AMSure® 60 mL Enfit Tip Without Safety
SYRINGE, ENTERAL FEEDING THUMBCONTROL RING
60ML (30/CS)",0
"127610","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",35.15,31.95,"Sales of Product Income","Cost of Goods Sold","","Chocolate Bar, Whipped, Nougat, 36/Box","Chocolate Bar, Whipped, Nougat, 36/Box",0
"137315","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",51.75,42.5,"Sales of Product Income","Cost of Goods Sold","","137315
Shoe Diabetic, Men's, White, Size 8","137315
Shoe Diabetic, Men's, White, Size 8",0
"137316","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",51.75,42.5,"Sales of Product Income","Cost of Goods Sold","","137316
Shoe Diabetic, Men's, White, Size 8.5","137316
Shoe Diabetic, Men's, White, Size 8.5",0
"137317","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",51.75,42.5,"Sales of Product Income","Cost of Goods Sold","","137317
Shoe Diabetic, Men's, White, Size 9","137317
Shoe Diabetic, Men's, White, Size 9",0
"137318","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",51.75,42.5,"Sales of Product Income","Cost of Goods Sold","","137318
Shoe Diabetic, Men's, White, Size 9.5","137318
Shoe Diabetic, Men's, White, Size 9.5",0
"137319","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",51.75,42.5,"Sales of Product Income","Cost of Goods Sold","","137319
Shoe Diabetic, Men's, White, Size 10","137319
Shoe Diabetic, Men's, White, Size 10",0
"137330","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",51.75,42.5,"Sales of Product Income","Cost of Goods Sold","","137330
Shoe Diabetic, Men's, White, Size 10.5","137330
Shoe Diabetic, Men's, White, Size 10.5",0
"137331","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",51.75,42.5,"Sales of Product Income","Cost of Goods Sold","","137331
Shoe Diabetic, Men's, White, Size 11","137331
Shoe Diabetic, Men's, White, Size 11",0
"137332","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",51.75,42.5,"Sales of Product Income","Cost of Goods Sold","","137332
Shoe Diabetic, Men's, White, Size 11.5","137332
Shoe Diabetic, Men's, White, Size 11.5",0
"137333","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",51.75,42.5,"Sales of Product Income","Cost of Goods Sold","","137333
Shoe Diabetic, Men's, White, Size 12","137333
Shoe Diabetic, Men's, White, Size 12",0
"137335","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",51.75,42.5,"Sales of Product Income","Cost of Goods Sold","","137335
Shoe Diabetic, Men's, White, Size 13","137335
Shoe Diabetic, Men's, White, Size 13",0
"137659","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",65,"0","Sales of Product Income","","","Shoe Diabetic, Men's Special Order","",0
"138044","",0,"Non-Inventory","Single",,"PR","Yes","","","","","","","","","","",18.69,17.8,"Sales of Product Income","Cost of Goods Sold","","138044
Insole Cushion, Size C, Men's Size 6-6.5","138044
Insole, Ortho, Full Length Mens 6-6.5",0
"138045","",0,"Non-Inventory","Single",,"PR","Yes","","","","","","","","","","",18.69,17.8,"Sales of Product Income","Cost of Goods Sold","","138045
Insole Cushion, Size D, Men's Size 7-7.5","138045
Insole, Ortho, Full Length Mens 7-7.5",0
"138046","",0,"Non-Inventory","Single",,"PR","Yes","","","","","","","","","","",18.69,17.8,"Sales of Product Income","Cost of Goods Sold","","138046
Insole Cushion, Size E, Men's Size 8-8.5","138046
Insole, Ortho, Full Length Mens 8-8.5",0
"138047","",0,"Non-Inventory","Single",,"PR","Yes","","","","","","","","","","",18.69,17.8,"Sales of Product Income","Cost of Goods Sold","","138047
Insole Cushion, Size F, Men's Size 9-9.5","138047
Insole, Ortho, Full Length Mens 9-9.5",0
"138048","",0,"Non-Inventory","Single",,"PR","Yes","","","","","","","","","","",18.69,17.8,"Sales of Product Income","Cost of Goods Sold","","138048
Insole Cushion, Size G, Men's Size 10-10.5","138048
Insole, Ortho, Full Length Mens 10-10.5",0
"138049","",0,"Non-Inventory","Single",,"PR","Yes","","","","","","","","","","",18.69,17.8,"Sales of Product Income","Cost of Goods Sold","","138049
Insole Cushion, Size H, Men's Size 11-11.5","138049
Insole, Ortho, Full Length Mens 11-11.5",0
"138050","",0,"Non-Inventory","Single",,"PR","Yes","","","","","","","","","","",18.69,17.8,"Sales of Product Income","Cost of Goods Sold","","138050
Insole Cushion, Size I, Men's Size 12-13.5","138050
Insole, Ortho, Full Length Mens 12-13.5",0
"140357","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",102.05,"0","Sales of Product Income","Cost of Goods Sold","","Tube, Leg Bag Extension Bard 18 Inch Tube and Adapter, Reusable, Sterile","Tube, Leg Bag Extension Bard 18 Inch Tube and Adapter, Reusable, Sterile",0
